profile,phase,start_ps,end_ps,component_path,dynamic_w,leakage_w,total_w,temperature_used_c,temperature_returned_c
constant,update,300000000,400000000,/chip/cluster_4/tcdm,0,0.02001220703125001,0.02001220703125001,27.189999999999998,27.287000000000035
constant,update,300000000,400000000,/chip/cluster_5/redmule,0,0.11996777600000001,0.11996777600000001,27.071000000000026,27.126000000000033
constant,update,300000000,400000000,/chip/cluster_5/tcdm,0,0.02001220703125001,0.02001220703125001,27.105000000000018,27.160000000000025
constant,update,300000000,400000000,/chip/cluster_6/redmule,0,0.11996777600000001,0.11996777600000001,27.06600000000003,27.11700000000002
constant,update,300000000,400000000,/chip/cluster_6/tcdm,0,0.02001220703125001,0.02001220703125001,27.105000000000018,27.160000000000025
constant,update,300000000,400000000,/chip/cluster_7/redmule,0,0.11996777600000001,0.11996777600000001,27.067000000000007,27.119000000000028
constant,update,300000000,400000000,/chip/cluster_7/tcdm,0,0.02001220703125001,0.02001220703125001,27.129999999999995,27.19100000000003
constant,update,300000000,400000000,/chip/cluster_8/redmule,0,0.11996777600000001,0.11996777600000001,27.062000000000012,27.113
constant,update,300000000,400000000,/chip/cluster_8/tcdm,0,0.02001220703125001,0.02001220703125001,27.105000000000018,27.160000000000025
constant,update,300000000,400000000,/chip/cluster_9/redmule,0,0.11996777600000001,0.11996777600000001,27.06600000000003,27.11700000000002
constant,update,300000000,400000000,/chip/cluster_9/tcdm,0,0.02001220703125001,0.02001220703125001,27.105000000000018,27.160000000000025
constant,update,300000000,400000000,/chip/cluster_10/redmule,0,0.11996777600000001,0.11996777600000001,27.06600000000003,27.11700000000002
constant,update,300000000,400000000,/chip/cluster_10/tcdm,0,0.02001220703125001,0.02001220703125001,27.105000000000018,27.160000000000025
constant,update,300000000,400000000,/chip/cluster_11/redmule,0,0.11996777600000001,0.11996777600000001,27.067000000000007,27.119000000000028
constant,update,300000000,400000000,/chip/cluster_11/tcdm,0,0.02001220703125001,0.02001220703125001,27.129999999999995,27.19100000000003
constant,update,300000000,400000000,/chip/cluster_12/redmule,0,0.11996777600000001,0.11996777600000001,27.060000000000002,27.110000000000014
constant,update,300000000,400000000,/chip/cluster_12/tcdm,0,0.02001220703125001,0.02001220703125001,27.104000000000042,27.158000000000015
constant,update,300000000,400000000,/chip/cluster_13/redmule,0,0.11996777600000001,0.11996777600000001,27.06400000000002,27.11500000000001
constant,update,300000000,400000000,/chip/cluster_13/tcdm,0,0.02001220703125001,0.02001220703125001,27.104000000000042,27.158000000000015
constant,update,300000000,400000000,/chip/cluster_14/redmule,0,0.11996777600000001,0.11996777600000001,27.06400000000002,27.11500000000001
constant,update,300000000,400000000,/chip/cluster_14/tcdm,0,0.02001220703125001,0.02001220703125001,27.104000000000042,27.158000000000015
constant,update,300000000,400000000,/chip/cluster_15/redmule,0,0.11996777600000001,0.11996777600000001,27.064999999999998,27.11700000000002
constant,update,300000000,400000000,/chip/cluster_15/tcdm,0,0.02001220703125001,0.02001220703125001,27.12900000000002,27.18900000000002
constant,update,400000000,500000000,/chip/cluster_0/redmule,4.076863487999962,0.11996777600000001,4.196831263999962,35.161,36.45400000000001
constant,update,400000000,500000000,/chip/cluster_0/tcdm,0.043363328110461605,0.02001220703125001,0.06337553514171161,30.072000000000003,30.673000000000002
constant,update,400000000,500000000,/chip/cluster_1/redmule,0,0.11996777600000001,0.11996777600000001,27.27800000000002,27.382000000000005
constant,update,400000000,500000000,/chip/cluster_1/tcdm,0,0.02001220703125001,0.02001220703125001,27.162000000000035,27.209000000000003
constant,update,400000000,500000000,/chip/cluster_2/redmule,0,0.11996777600000001,0.11996777600000001,27.120000000000005,27.16500000000002
constant,update,400000000,500000000,/chip/cluster_2/tcdm,0,0.02001220703125001,0.02001220703125001,27.162000000000035,27.209000000000003
constant,update,400000000,500000000,/chip/cluster_3/redmule,0,0.11996777600000001,0.11996777600000001,27.122000000000014,27.16700000000003
